"1","Actions speak louder than words.","Mark Twain","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"2","A journey of a thousand miles begins with a single step.","Laozi","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"3","Don't count your chickens before they hatch.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"4","When the going gets tough, the tough get going.","Joseph P. Kennedy","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"5","The early bird catches the worm.","William Camden","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"6","Practice makes perfect.","John Adams","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"7","Fortune favors the bold.","Virgil","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"8","Rome wasn’t built in a day.","John Heywood","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"9","You miss 100% of the shots you don’t take.","Wayne Gretzky","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"10","A picture is worth a thousand words.","Fred R. Barnard","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"11","Time is money.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"12","The grass is always greener on the other side.","Publius Ovidius Naso","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"13","Necessity is the mother of invention.","Plato","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"14","Two heads are better than one.","John Heywood","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"15","Don't judge a book by its cover.","George Eliot","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"16","Honesty is the best policy.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"17","An apple a day keeps the doctor away.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"18","You can’t have your cake and eat it too.","Thomas More","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"19","Where there's a will, there's a way.","C.G. Jung","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"20","Birds of a feather flock together.","Lewis Carroll","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"21","Don’t put all your eggs in one basket.","Don Quixote","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"22","A stitch in time saves nine.","Thomas Fuller","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"23","Better late than never.","Geoffrey Chaucer","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"24","No pain, no gain.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"25","The pen is mightier than the sword.","Edward Bulwer-Lytton","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"26","Absence makes the heart grow fonder.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"27","Money can’t buy happiness.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"28","Laughter is the best medicine.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"29","You can't teach an old dog new tricks.","John Heywood","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"30","The best things in life are free.","Coco Chanel","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"31","You reap what you sow.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"32","Every cloud has a silver lining.","John Milton","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"33","When in Rome, do as the Romans do.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"34","Actions speak louder than words, but words can cut deeper.","Mark Twain","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"35","Keep your friends close, but your enemies closer.","Sun-tzu","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"36","It’s better to have loved and lost than never to have loved at all.","Alfred Lord Tennyson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"37","What doesn’t kill you makes you stronger.","Friedrich Nietzsche","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"38","If you want something done right, do it yourself.","Napoleon Bonaparte","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"39","The squeaky wheel gets the grease.","Josh Billings","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"40","Beauty is in the eye of the beholder.","E.A. Bucchianeri","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"41","You can’t judge a book by its cover, but it sure gives clues.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"42","Time heals all wounds.","Geoffrey Chaucer","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"43","A fool and his money are soon parted.","Thomas Tusser","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"44","Good things come to those who wait.","Violet Fane","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"45","Knowledge is power.","Sir Francis Bacon","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"46","A watched pot never boils.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"47","Don’t bite the hand that feeds you.","Kevin Ansbro","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"48","It takes two to tango.","M.A. Church","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"49","The only thing we have to fear is fear itself.","Franklin D. Roosevelt","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"50","A chain is only as strong as its weakest link.","Thomas Reid","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"51","There’s no place like home.","L. Frank Baum","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"52","A rolling stone gathers no moss.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"53","The more things change, the more they stay the same.","Jean-Baptiste Alphonse Karr","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"54","It is always darkest before the dawn.","Thomas Fuller","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"55","If it ain't broke, don’t fix it.","T. Bert Lance","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"56","Curiosity killed the cat.","Ben Johnson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"57","You can't make an omelette without breaking eggs.","Robert Louis Stevenson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"58","The road to hell is paved with good intentions.","Saint Bernard of Clairvaux","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"59","Familiarity breeds contempt.","Mark Twain","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"60","Don’t cry over spilled milk.","James Howell","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"61","Silence is golden.","Leo Tolstoy","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"62","To err is human, to forgive divine.","Alexander Pope","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"63","Strike while the iron is hot.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"64","Don’t cross the bridge till you come to it.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"65","The apple doesn't fall far from the tree......unless that tree's growing on top of a hill.","John DePrey","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"66","If you lie down with dogs, you’ll get up with fleas.","James Sanford's Garden of Pleasure","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"67","The best defense is a good offense.","George Washingto","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"68","If at first you don’t succeed, try, try again.","William Edward Hickson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"69","A friend in need is a friend indeed.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"70","A penny saved is a penny earned.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"71","Don't burn your bridges until you build better ones.","Matshona Dhliwayo","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"72","Every rose has its thorn. Just like every night has its dawn. Just like every cowboy sings a sad, sad song. Every rose has it's thorn.","Poison","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"73","The truth will set you free.","the Bible","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"74","Blood is thicker than water.","Sir Walter Scott","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"75","There’s no time like the present.","John Trusler","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"76","Don’t judge others before walking a mile in their shoes.","Cherokee Indians","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"77","Living well is the best revenge.","George Herbert","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"78","Early to bed and early to rise makes a man healthy, wealthy, and wise.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"79","What goes around may come around, but it never ends up exactly the same place, you ever notice? Like a record on a turntable, all it takes is one groove's difference and the universe can be on into a whole 'nother song.","Thomas Pynchon, Inherent Vice","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"80","Ignorance is bliss.","Thomas Gray","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"81","All that glitters is not gold.","William Shakespeare","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"82","Life is what happens when you’re busy making other plans.","John Lennon","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"83","Don’t throw the baby out with the bathwater.","Thomas Carlyle","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"84","You can’t always get what you want.","Mick Jagger","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"85","Nothing ventured, nothing gained.","Geoffrey Chaucer","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"86","Opportunity knocks but once.","Leon Spinks","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"87","Don't bite off more than you can chew.","Carroll Bryant","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"88","You can’t please everyone all the time.","John Lydgate","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"89","Let sleeping dogs lie.","Robert Walpole","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"90","Don’t sweat the small stuff.","Richard Carlson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"91","The ends justify the means.","Niccolò Machiavelli","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"92","A leopard can’t change its spots.","Jeremiah","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"93","Great minds think alike, but fools rarely differ.","Dabridgcourt Belchier","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"94","A house divided against itself cannot stand.","Abraham Lincoln","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"95","Beggars can’t be choosers.","James Bowen","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"96","Everything is easier said than done. Wanting something is easy. Saying something is easy. The challenge and the reward are in the doing.","Steve Maraboli","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"97","Magic is believing in yourself. If you can make that happen, you can make anything happen.","Johann Wolfgang Von Goethe","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"98","It’s never too late to learn.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"99","Success is not final, failure is not fatal: It is the courage to continue that counts.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"100","Tough times never last, but tough people do.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"101","If you can dream it, you can do it.","Walt Disney","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"102","Love the life you live. Live the life you love.","Bob Marley","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"103","You’ll never find a rainbow if you’re looking down.","Charlie Chaplin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"104","Stay hungry. Stay foolish.","Steve Jobs","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"105","There is more to life than increasing its speed.","Mahatma Gandhi","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"106","If you want to be happy, be.","Leo Tolstoy","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"107","Life isn’t about finding yourself. Life is about creating yourself.","Bernard Shaw","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"108","Don’t wait. The time will never be just right.","Napoleon Hill","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"109","The greatest use of life is to spend it for something that will outlast it.","William James","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"110","Change is the law of life. And those who look only to the past or present are certain to miss the future.","John F. Kennedy","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"111","After climbing a great hill, one only finds that there are many more hills to climb.","Nelson Mandela","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"112","Done is better than perfect.","Mark Zuckerberg","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"113","Change before you have to.","Jack Welch","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"114","If you want to go fast, go alone. If you want to go far, go together.","","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"115","Drive thy business; let it not drive thee.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"116","If you don’t like where you are, change it. You’re not a tree.","Jim Rohn","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"117","You will live a dull and boring life if you do not take risks.","Harvey Specter","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"118","Success is the ability to go from failure to failure without losing your enthusiasm.","Winston Churchill","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"119","I keep working because I learn something new all the time.","Clint Eastwood","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"120","The most successful businesses have an idea for the future that’s very different from the present.","Peter Thiel","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"121","Love does not consist in gazing at each other, but in looking together in the same direction.","Saint-Exupéry","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"122","Love is the greatest refreshment in life.","Pablo Picasso","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"123","The course of true love never did run smooth.","William Shakespeare","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"124","It is impossible to love and to be wise.","Francis Bacon","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"125","Love fed fat soon turns to boredom.","Ovidius","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"126","Where there is no love, there is no sense either.","Fyodor Dostoyevsky","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"127","Love does not dominate; it cultivates.","Goethe","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"128","Love is like a flower – you’ve got to let it grow.","John Lennon","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"129","A man should never neglect his family for business.","Walt Disney","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"130","A mother’s love for her child is like nothing else in the world.","Agatha Christie","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"131","If you want to bring happiness to the whole world, go home and love your family.","Mother Teresa","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"132","Life isn’t worth living, unless it is lived for someone else.","Albert Einstein","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"133","Family is a life jacket in the stormy sea of life.","J.K.Rowling","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"134","Family is not an important thing. It’s everything.","Michael J. Fox","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"135","Tennis is just a game, family is forever.","Serena Williams","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"136","Other things may change us, but we start and end with the family.","Anthony Blunt","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"137","Family is the most important thing in the world.","Diana, Princess of Wales","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"138","Without friends no one would choose to live, though he had all other goods.","Aristotle","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"139","I would rather walk with a friend in the dark, than alone in the light.","Helen Keller","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"140","My best friend is the one who brings out the best in me.","Henry Ford","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"141","The only way to have a friend is to be one.","Ralph Waldo Emerson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"142","Be slow in choosing a friend, slower in changing.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"143","Don’t make friends who are comfortable to be with. Make friends who will force you to lever yourself up.","Thomas. J. Watson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"144","A man’s friendships are one of the best measures of his worth.","Charles Darwin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"145","A friend is a gift you give yourself.","Robert Louis Stevenson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"146","The greatest glory in living lies not in never falling, but in rising every time we fall.","Nelson Mandela","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"147","The way to get started is to quit talking and begin doing.","Walt Disney","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"148","A rose by any other name would smell as sweet.","William Shakespeare","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"149","All the world’s a stage, and all the men and women merely players.","William Shakespeare","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"150","Ask not what your country can do for you; ask what you can do for your country.","John Kennedy","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"151","Ask, and it shall be given you; seek, and you shall find.","the Bible","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"152","Eighty percent of success is showing up.","Woody Allen","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"153","Elementary, my dear Watson.","Sherlock Holmes","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"154","For those to whom much is given, much is required.","the Bible","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"155","Frankly, my dear, I don't give a damn.","Rhett Butler","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"156","Genius is one percent inspiration and ninety-nine percent perspiration.","Thomas Edison","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"157","Go ahead, make my day.","Harry Callahan","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"158","He travels the fastest who travels alone.","Rudyard Kipling","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"159","Hell has no fury like a woman scorned.","William Congreve","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"160","Hell is other people.","Jean-Paul Sartre","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"161","Here's looking at you, kid.","Rick Blaine","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"162","Houston, we have a problem.","Jim Lovell","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"163","I have a dream that my four little children will one day live in a nation where they will not be judged by the color of their skin but by the content of their character.","Martin Luther King","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"164","I have always depended on the kindness of strangers.","Blanche Dubois","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"165","I love the smell of napalm in the morning.","Lt. Kilgore","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"166","I think therefore I am.","Rene Descartes","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"167","If you build it, they will come.","Joe Jackson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"168","If you want something said, ask a man; if you want something done, ask a woman.","Margaret Thatcher","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"169","Life is like a box of chocolates. You never know what you’re gonna get.","Forrest Gump","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"170","Life is like riding a bicycle. To keep your balance, you must keep moving.","Albert Einstein","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"171","May the Force be with you.","Star Wars","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"172","No one can make you feel inferior without your consent.","Eleanor Roosevelt","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"173","Not all those who wander are lost.","J. R. R. Tolkein","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"174","Nothing is certain except for death and taxes.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"175","Parting is such sweet sorrow","William Shakespeare","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"176","ower corrupts; absolute power corrupts absolutely.","John Dalberg-Acton","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"177","Speak softly and carry a big stick","Theodore Roosevelt","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"178","That’s one small step for a man, a giant leap for mankind.","Neil Armstrong","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"179","The love of money is the root of all evil.","the Bible","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"180","Three can keep a secret, if two of them are dead.","Benjamin Franklin","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"181","Tis better to have loved and lost than never to have loved at all.","Alfred Lord Tennyson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"182","To be or not to be, that is the question.","William Shakespeare","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"183","To err is human; to forgive, divine.","Alexander Pope","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"184","To thine own self, be true.","William Shakespeare","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"185","Two roads diverged in a wood, and I, I took the one less travelled by, and that has made all the difference.","Robert Frost","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"186","United we stand, divided we fall.","Aesop","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"187","What doesn't kill us makes us stronger.","Friedrich Nietzsche","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"188","Whatever you are, be a good one.","Abraham Lincoln","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"189","You can fool all of the people some of the time, and some of the people all of the time, but you can't fool all of the people all of the time.","Abraham Lincoln","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"190","You must be the change you wish to see in the world.","Mahatma Gandhi","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"191","Success is not final; failure is not fatal: It is the courage to continue that counts.","Winston S. Churchill","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"192","The road to success and the road to failure are almost exactly the same.","Colin R. Davis","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"193","Success usually comes to those who are too busy to be looking for it.","Henry David Thoreau","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"194","Opportunities don’t happen. You create them.","Chris Grosser","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"195","Don’t be afraid to give up the good to go for the great.","John D. Rockefeller","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"196","I find that the harder I work, the more luck I seem to have.","Thomas Jefferson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"197","There are two types of people who will tell you that you cannot make a difference in this world: those who are afraid to try and those who are afraid you will succeed.","Ray Goforth","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"198","Successful people do what unsuccessful people are not willing to do. Don’t wish it were easier; wish you were better.","Jim Rohn","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"199","Never give in except to convictions of honor and good sense.","Winston Churchill","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"200","Stop chasing the money and start chasing the passion.","Tony Hsieh","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"201","Nothing in the world can take the place of Persistence. Talent will not; nothing is more common than unsuccessful men with talent. Genius will not; unrewarded genius is almost a proverb. Education will not; the world is full of educated derelicts. The slogan ‘Press On’ has solved and always will solve the problems of the human race.","Calvin Coolidge","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"202","There are three ways to ultimate success: The first way is to be kind. The second way is to be kind. The third way is to be kind.","Mister Rogers","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"203","Success is peace of mind, which is a direct result of self-satisfaction in knowing you made the effort to become the best of which you are capable.","John Wooden","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"204","I never dreamed about success. I worked for it.","Estée Lauder","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"205","Success is getting what you want, happiness is wanting what you get.","W. P. Kinsella","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"206","Success is walking from failure to failure with no loss of enthusiasm.","Winston Churchill","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"207","I owe my success to having listened respectfully to the very best advice, and then going away and doing the exact opposite.","G. K. Chesterton","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
"208","Would you like me to give you a formula for success? It’s quite simple, really: Double your rate of failure. You are thinking of failure as the enemy of success. But it isn’t at all. You can be discouraged by failure or you can learn from it, so go ahead and make mistakes. Make all you can. Because remember that’s where you will find success.","Thomas J. Watson","1","2024-09-16 20:44:03","2024-09-16 20:44:03",NULL
